INFO 2021-07-21 19:29:29,425 autoreload 578 Watching for file changes with StatReloader
INFO 2021-07-21 19:29:40,001 basehttp 154 "GET / HTTP/1.1" 200 11962
INFO 2021-07-21 19:29:45,066 basehttp 154 "GET /register/ HTTP/1.1" 200 5319
INFO 2021-07-21 19:29:45,089 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2021-07-21 19:29:45,421 basehttp 154 "GET /imagecode/?uuid=472797f9-c23f-49fa-8357-fad9fef5233f HTTP/1.1" 200 3123
INFO 2021-07-21 19:29:54,471 basehttp 154 "GET /imagecode/?uuid=52d17eec-b100-4ce2-9326-c71cf3841320 HTTP/1.1" 200 3055
INFO 2021-07-21 19:29:58,950 views 127 933067
INFO 2021-07-21 19:29:59,120 basehttp 154 "GET /smscode/?mobile=18616147828&image_code=dlst&uuid=52d17eec-b100-4ce2-9326-c71cf3841320 HTTP/1.1" 200 63
INFO 2021-07-21 19:30:05,579 basehttp 154 "GET /imagecode/?uuid=f5da4f88-905b-47fc-8db8-424ee0929bc5 HTTP/1.1" 200 3049
INFO 2021-07-21 19:30:25,130 basehttp 154 "POST /register/ HTTP/1.1" 200 33
INFO 2021-07-21 21:29:04,578 autoreload 578 Watching for file changes with StatReloader
INFO 2021-07-21 21:29:06,424 basehttp 154 "GET / HTTP/1.1" 200 11962
INFO 2021-07-21 21:29:10,545 basehttp 154 "GET /admin/ HTTP/1.1" 302 0
INFO 2021-07-21 21:29:10,604 basehttp 154 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 1817
INFO 2021-07-21 21:29:10,623 basehttp 154 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2021-07-21 21:29:10,844 basehttp 154 "GET /admin/ HTTP/1.1" 302 0
INFO 2021-07-21 21:29:10,868 basehttp 154 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 1817
INFO 2021-07-21 21:29:19,050 basehttp 154 "POST /admin/login/?next=/admin/ HTTP/1.1" 200 1982
INFO 2021-07-21 21:35:11,689 autoreload 203 C:\Users\hui\Desktop\django_blog\users\views.py changed, reloading.
INFO 2021-07-21 21:35:13,852 autoreload 578 Watching for file changes with StatReloader
